Ugur,Year,State,Variable,Value
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet,Işgärleriň sany,59600.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet,Işden çykanlaryň sany,5300.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet,Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet,Kabul edilen ÝBI sany,1405.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Işgärleriň sany,59600.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Ý.B. Işgärleriň sany,13291.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Kabul edilen ÝBI sany,1405.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,374.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,ÝOM tamamlanlar,850.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,275.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,ÝOM kwota,1000.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Döredilen ýuridik şahslar,3.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2022,JEMI,Ortaça aýlyk haky,2194.0
"18.Sungat, dynç alyş we göwün açyş ", 2022,Döwlet,Işe kabul edilenleriň sany,4600.0
"18.Sungat, dynç alyş we göwün açyş ", 2022,Döwlet,Ý.B. Işgärleriň sany,5040.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet,Işgärleriň sany,22500.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet,Işden çykanlaryň sany,4200.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet,Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet,Kabul edilen ÝBI sany,1030.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet dahylsyz,Işgärleriň sany,500.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,300.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet dahylsyz,Işden çykanlaryň sany,200.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,135.0
"18.Sungat, dynç alyş we göwün açyş ",2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,81.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Işgärleriň sany,23000.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Ý.B. Işgärleriň sany,5175.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Kabul edilen ÝBI sany,1111.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,145.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,ÝOM tamamlanlar,500.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,80.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,ÝOM kwota,1200.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Döredilen ýuridik şahslar,7.0
"18.Sungat, dynç alyş we göwün açyş ",2022,JEMI,Ortaça aýlyk haky,1923.0
19.Gaýry hyzmat ediş işler, 2022,Döwlet,Işe kabul edilenleriň sany,400.0
19.Gaýry hyzmat ediş işler, 2022,Döwlet,Ý.B. Işgärleriň sany,1022.0
19.Gaýry hyzmat ediş işler,2022,Döwlet,Işgärleriň sany,2600.0
19.Gaýry hyzmat ediş işler,2022,Döwlet,Işden çykanlaryň sany,300.0
19.Gaýry hyzmat ediş işler,2022,Döwlet,Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2022,Döwlet,Kabul edilen ÝBI sany,157.0
19.Gaýry hyzmat ediş işler,2022,Döwlet dahylsyz,Işgärleriň sany,500.0
19.Gaýry hyzmat ediş işler,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,200.0
19.Gaýry hyzmat ediş işler,2022,Döwlet dahylsyz,Işden çykanlaryň sany,100.0
19.Gaýry hyzmat ediş işler,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,120.0
19.Gaýry hyzmat ediş işler,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,48.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Işgärleriň sany,3100.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Ý.B. Işgärleriň sany,1141.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Kabul edilen ÝBI sany,205.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,32.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,9.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Döredilen ýuridik şahslar,9.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,1436.0
19.Gaýry hyzmat ediş işler,2022,JEMI,Ortaça aýlyk haky,2015.0
20.Işleriň gaýry görnüşleri , 2022,Döwlet,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2022,Döwlet,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2022,JEMI,Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2022,JEMI,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2022,JEMI,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2022,JEMI,Döredilen ýuridik şahslar,9.0
20.Işleriň gaýry görnüşleri ,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,1537.0
Jemi, 2023,Döwlet,Işe kabul edilenleriň sany,109200.0
Jemi, 2023,Döwlet,Ý.B. Işgärleriň sany,161286.0
Jemi,2023,Döwlet,Işgärleriň sany,676100.0
Jemi,2023,Döwlet,Işden çykanlaryň sany,100900.0
Jemi,2023,Döwlet,Ý.B. Işgärler göterimde %,
Jemi,2023,Döwlet,Kabul edilen ÝBI sany,20802.0
Jemi,2023,Döwlet dahylsyz,Işgärleriň sany,128900.0
Jemi,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,79300.0
Jemi,2023,Döwlet dahylsyz,Işden çykanlaryň sany,76100.0
Jemi,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
Jemi,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,26161.0
Jemi,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,15433.0
Jemi,2023,JEMI,Işgärleriň sany,805000.0
Jemi,2023,JEMI,Ý.B. Işgärleriň sany,187447.0
Jemi,2023,JEMI,Kabul edilen ÝBI sany,36235.0
Jemi,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
Jemi,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,5100.0
Jemi,2023,JEMI,ÝOM tamamlanlar,8800.0
Jemi,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,8175.0
Jemi,2023,JEMI,ÝOM kwota,15199.0
Jemi,2023,JEMI,Döredilen ýuridik şahslar,1308.0
Jemi,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,102450.0
Jemi,2023,JEMI,Ortaça aýlyk haky,2457.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak", 2023,Döwlet,Işe kabul edilenleriň sany,14900.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak", 2023,Döwlet,Ý.B. Işgärleriň sany,2144.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet,Işgärleriň sany,30200.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet,Işden çykanlaryň sany,13500.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet,Ý.B. Işgärler göterimde %,
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet,Kabul edilen ÝBI sany,1058.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet dahylsyz,Işgärleriň sany,15800.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,4000.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet dahylsyz,Işden çykanlaryň sany,3800.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1517.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,384.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Işgärleriň sany,46000.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Ý.B. Işgärleriň sany,3661.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Kabul edilen ÝBI sany,1442.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,100.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,ÝOM tamamlanlar,600.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,53.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,ÝOM kwota,1000.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Döredilen ýuridik şahslar,89.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,5689.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2023,JEMI,Ortaça aýlyk haky,1749.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak, 2023,Döwlet,Işe kabul edilenleriň sany,1400.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak, 2023,Döwlet,Ý.B. Işgärleriň sany,3150.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet,Işgärleriň sany,25000.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet,Işden çykanlaryň sany,1800.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet,Ý.B. Işgärler göterimde %,
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet,Kabul edilen ÝBI sany,176.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet dahylsyz,Işgärleriň sany,11200.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,2500.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet dahylsyz,Işden çykanlaryň sany,1300.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,3360.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,750.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Işgärleriň sany,36200.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Ý.B. Işgärleriň sany,6510.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Kabul edilen ÝBI sany,926.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,177.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,ÝOM tamamlanlar,650.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,121.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,ÝOM kwota,800.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Döredilen ýuridik şahslar,2.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2023,JEMI,Ortaça aýlyk haky,3922.0
3.Işläp bejerýän önümçilikler, 2023,Döwlet,Işe kabul edilenleriň sany,15500.0
3.Işläp bejerýän önümçilikler, 2023,Döwlet,Ý.B. Işgärleriň sany,6791.0
3.Işläp bejerýän önümçilikler,2023,Döwlet,Işgärleriň sany,76300.0
3.Işläp bejerýän önümçilikler,2023,Döwlet,Işden çykanlaryň sany,16300.0
3.Işläp bejerýän önümçilikler,2023,Döwlet,Ý.B. Işgärler göterimde %,
3.Işläp bejerýän önümçilikler,2023,Döwlet,Kabul edilen ÝBI sany,1380.0
3.Işläp bejerýän önümçilikler,2023,Döwlet dahylsyz,Işgärleriň sany,22500.0
3.Işläp bejerýän önümçilikler,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,11500.0
3.Işläp bejerýän önümçilikler,2023,Döwlet dahylsyz,Işden çykanlaryň sany,10800.0
3.Işläp bejerýän önümçilikler,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
3.Işläp bejerýän önümçilikler,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,3465.0
3.Işläp bejerýän önümçilikler,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,1771.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Işgärleriň sany,98800.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Ý.B. Işgärleriň sany,10256.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Kabul edilen ÝBI sany,3151.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
3.Işläp bejerýän önümçilikler,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,279.0
3.Işläp bejerýän önümçilikler,2023,JEMI,ÝOM tamamlanlar,200.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,168.0
3.Işläp bejerýän önümçilikler,2023,JEMI,ÝOM kwota,450.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Döredilen ýuridik şahslar,112.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,6987.0
3.Işläp bejerýän önümçilikler,2023,JEMI,Ortaça aýlyk haky,2155.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek", 2023,Döwlet,Işe kabul edilenleriň sany,4700.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek", 2023,Döwlet,Ý.B. Işgärleriň sany,3276.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet,Işgärleriň sany,25200.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet,Işden çykanlaryň sany,4500.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet,Ý.B. Işgärler göterimde %,
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet,Kabul edilen ÝBI sany,611.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Işgärleriň sany,25200.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Ý.B. Işgärleriň sany,3276.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Kabul edilen ÝBI sany,611.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,89.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,ÝOM tamamlanlar,350.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,30.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,ÝOM kwota,500.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2023,JEMI,Ortaça aýlyk haky,2430.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak", 2023,Döwlet,Işe kabul edilenleriň sany,1200.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak", 2023,Döwlet,Ý.B. Işgärleriň sany,684.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet,Işgärleriň sany,12900.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet,Işden çykanlaryň sany,1300.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet,Ý.B. Işgärler göterimde %,
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet,Kabul edilen ÝBI sany,64.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet dahylsyz,Işgärleriň sany,100.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet dahylsyz,Işden çykanlaryň sany,100.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,23.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Işgärleriň sany,13000.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Ý.B. Işgärleriň sany,707.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Kabul edilen ÝBI sany,64.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,19.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,ÝOM tamamlanlar,100.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,5.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,ÝOM kwota,150.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Döredilen ýuridik şahslar,4.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2023,JEMI,Ortaça aýlyk haky,2280.0
6.Gurluşyk , 2023,Döwlet,Işe kabul edilenleriň sany,5500.0
6.Gurluşyk , 2023,Döwlet,Ý.B. Işgärleriň sany,2114.0
6.Gurluşyk ,2023,Döwlet,Işgärleriň sany,27100.0
6.Gurluşyk ,2023,Döwlet,Işden çykanlaryň sany,5900.0
6.Gurluşyk ,2023,Döwlet,Ý.B. Işgärler göterimde %,
6.Gurluşyk ,2023,Döwlet,Kabul edilen ÝBI sany,429.0
6.Gurluşyk ,2023,Döwlet dahylsyz,Işgärleriň sany,44700.0
6.Gurluşyk ,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,43000.0
6.Gurluşyk ,2023,Döwlet dahylsyz,Işden çykanlaryň sany,43700.0
6.Gurluşyk ,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
6.Gurluşyk ,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,7241.0
6.Gurluşyk ,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,6966.0
6.Gurluşyk ,2023,JEMI,Işgärleriň sany,71800.0
6.Gurluşyk ,2023,JEMI,Ý.B. Işgärleriň sany,9355.0
6.Gurluşyk ,2023,JEMI,Kabul edilen ÝBI sany,7395.0
6.Gurluşyk ,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
6.Gurluşyk ,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,255.0
6.Gurluşyk ,2023,JEMI,ÝOM tamamlanlar,450.0
6.Gurluşyk ,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,82.0
6.Gurluşyk ,2023,JEMI,ÝOM kwota,900.0
6.Gurluşyk ,2023,JEMI,Döredilen ýuridik şahslar,266.0
6.Gurluşyk ,2023,JEMI,Ortaça aýlyk haky,2227.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak , 2023,Döwlet,Işe kabul edilenleriň sany,4600.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak , 2023,Döwlet,Ý.B. Işgärleriň sany,3270.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet,Işgärleriň sany,24400.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet,Işden çykanlaryň sany,4800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet,Ý.B. Işgärler göterimde %,
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet,Kabul edilen ÝBI sany,616.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet dahylsyz,Işgärleriň sany,14800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet dahylsyz,Işe kabul edilenleriň sany,8200.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet dahylsyz,Işden çykanlaryň sany,6600.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet dahylsyz,Ý.B. Işgärleriň sany,4277.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,Döwlet dahylsyz,Kabul edilen ÝBI sany,2370.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Işgärleriň sany,39200.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Ý.B. Işgärleriň sany,7547.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Kabul edilen ÝBI sany,2986.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,205.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,ÝOM tamamlanlar,300.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Daşary ýurdy tamamlap ykrar edilenler,46.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,ÝOM kwota,800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Döredilen ýuridik şahslar,385.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,76539.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2023,JEMI,Ortaça aýlyk haky,1999.0
8.Ulag işleri we ýükleri saklamak, 2023,Döwlet,Işe kabul edilenleriň sany,8300.0
8.Ulag işleri we ýükleri saklamak, 2023,Döwlet,Ý.B. Işgärleriň sany,4857.0
8.Ulag işleri we ýükleri saklamak,2023,Döwlet,Işgärleriň sany,46700.0
